ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
1466;SANTA CASA DE ALFENAS;18.715.516/0001-88;2020-06-30;ALFENAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1467;PREFEITURA DE ITANHANDU;18.186.718/0001-80;2020-06-30;ITANHANDU;AVENTAL;2700;UN;10,9;29430
1468;PREFEITURA DE ITANHANDU;18.186.718/0001-80;2020-06-30;ITANHANDU;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1469;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;AVENTAL;7200;UN;10,9;78480
1470;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1471;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;550;UN;3,6;1980
1472;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1473;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1474;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-06-30;TEÓFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1475;PREFEITURA DE LAGOASANTA;73.357.469/0001-56;2020-06-30;LAGOA SANTA;AVENTAL;2700;UN;10,9;29430
1476;PREFEITURA DE LAGOASANTA;73.357.469/0001-56;2020-06-30;LAGOA SANTA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1477;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1478;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1479;PREFEITURA DE CAMPOSGERAIS;18.245.175/0001-24;2020-06-30;CAMPOS GERAIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1480;PREFEITURA DE BETIM;18.715.391/0001-96;2020-06-30;BETIM;AVENTAL;2700;UN;10,9;29430
1481;PREFEITURA DE BETIM;18.715.391/0001-96;2020-06-30;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1482;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1483;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1484;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1485;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1486;PREFEITURA DE TARUMIRIM;18.338.855/0001-92;2020-06-30;TARUMIRIM;AVENTAL;5400;UN;10,9;58860
1487;PREFEITURA DE TARUMIRIM;18.338.855/0001-92;2020-06-30;TARUMIRIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1488;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;AVENTAL;4500;UN;10,9;49050
1489;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;LUVA DESCARTAVEL;21000;UN;0,4;8400
1490;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1491;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;MASCARA DESCARTAVEL N95;2000;UN;13;26000
1492;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1493;PREFEITURA DE CORONELFABRICIANO;19.875.046/0001-82;2020-06-30;CORONEL FABRICIANO;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1494;HOSPITAL SANTOANTÔNIOTAIOBEIRAS;18.715.516/0001-88;2020-06-30;TAIOBEIRAS;AVENTAL;2700;UN;10,9;29430
1495;HOSPITAL SANTOANTÔNIOTAIOBEIRAS;18.715.516/0001-88;2020-06-30;TAIOBEIRAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1496;PREFEITURA DE SANTOSDUMONT;17.747.924/0001-59;2020-06-30;SANTOS DUMONT;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1497;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;AVENTAL;4500;UN;10,9;49050
1498;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1499;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1500;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1501;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1502;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1503;PREFEITURA DE MONTEAZUL;18.650.945/0001-14;2020-06-30;MONTE AZUL;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1504;PREFEITURA DE PATOSDEMINAS;18.602.011/0001-07;2020-06-30;PATOS DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1505;PREFEITURA DE SAOJOSEDALAPA;42.774.281/0001-80;2020-06-30;SAO JOSE DA LAPA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1506;HOSPITAL DACLÍNICASDRMÁRIORIBEIRODA;18.715.516/0001-88;2020-06-30;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1507;HOSPITAL DACLÍNICASDRMÁRIORIBEIRODA;18.715.516/0001-88;2020-06-30;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1508;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1509;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1510;HOSPITAL ARNALDOGAVAZZA;18.715.516/0001-88;2020-06-30;PONTE NOVA;AVENTAL;2700;UN;10,9;29430
1511;HOSPITAL ARNALDOGAVAZZA;18.715.516/0001-88;2020-06-30;PONTE NOVA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1512;PREFEITURA DE BOMDESPACHO;18.301.002/0001-86;2020-06-30;BOM DESPACHO;AVENTAL;2700;UN;10,9;29430
1513;PREFEITURA DE BOMDESPACHO;18.301.002/0001-86;2020-06-30;BOM DESPACHO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1514;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;AVENTAL;4500;UN;10,9;49050
1515;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1516;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1517;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1518;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1519;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1520;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;AVENTAL;4500;UN;10,9;49050
1521;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1522;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1523;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1524;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1525;PREFEITURA DE UBA;18.128.207/0013-45;2020-06-30;UBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1526;PREFEITURA DE BOAESPERANCA;18.239.590/0001-75;2020-07-01;BOA ESPERANÇA;AVENTAL;2700;UN;10,9;29430
1527;PREFEITURA DE BOAESPERANCA;18.239.590/0001-75;2020-07-01;BOA ESPERANÇA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1528;PREFEITURA DE SANTANADOPARAISO;38.515.573/0001-20;2020-07-01;SANTANA DO PARAISO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1529;HOSPITAL DERALDOGUIMARÃES;18.715.516/0001-88;2020-07-01;ALMENARA;AVENTAL;2700;UN;10,9;29430
1530;HOSPITAL DERALDOGUIMARÃES;18.715.516/0001-88;2020-07-01;ALMENARA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1531;HOSPITAL UNIVERSITÁRIOALZIRAVELANO;18.715.516/0001-88;2020-07-01;ALFENAS;AVENTAL;2700;UN;10,9;29430
1532;HOSPITAL UNIVERSITÁRIOALZIRAVELANO;18.715.516/0001-88;2020-07-01;ALFENAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1533;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1534;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1535;PREFEITURA DE BRAZOPOLIS;18.307.389/0001-88;2020-07-01;BRAZOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1536;PREFEITURA DE ITAJUBA;18.025.940/0001-09;2020-07-01;ITAJUBA;AVENTAL;2700;UN;10,9;29430
1537;PREFEITURA DE ITAJUBA;18.025.940/0001-09;2020-07-01;ITAJUBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1538;PREFEITURA DE DIAMANTINA;17.754.136/0001-90;2020-07-01;DIAMANTINA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1539;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;AVENTAL;7200;UN;10,9;78480
1540;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1541;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;550;UN;3,6;1980
1542;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1543;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1544;HOSPITAL SANTAROSÁLIA;18.715.516/0001-88;2020-07-01;TEÓFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1545;PREFEITURA DE MONTESCLAROS;22.678.874/0001-35;2020-07-01;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1546;PREFEITURA DE MONTESCLAROS;22.678.874/0001-35;2020-07-01;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1547;PREFEITURA DE CAMPANHA;18.712.174/0001-42;2020-07-01;CAMPANHA;AVENTAL;2700;UN;10,9;29430
1548;PREFEITURA DE CAMPANHA;18.712.174/0001-42;2020-07-01;CAMPANHA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1549;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1550;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1551;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1552;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1553;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1554;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1555;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1556;PREFEITURA DE CONTAGEM;18.715.508/0001-31;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1557;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-01;BETIM;AVENTAL;2700;UN;10,9;29430
1558;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-01;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1559;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-01;BETIM;AVENTAL;2700;UN;10,9;29430
1560;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-01;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1561;PREFEITURA DE JOAOMONLEVADE;18.401.059/0001-57;2020-07-01;JOAO MONLEVADE;AVENTAL;2700;UN;10,9;29430
1562;PREFEITURA DE JOAOMONLEVADE;18.401.059/0001-57;2020-07-01;JOAO MONLEVADE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1563;HOSPITAL MUNICIPAL CARLOSCHAGAS;18.715.516/0001-88;2020-07-01;ITABIRA;AVENTAL;2700;UN;10,9;29430
1564;HOSPITAL MUNICIPAL CARLOSCHAGAS;18.715.516/0001-88;2020-07-01;ITABIRA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1565;HOSPITAL EMATERNIDADEMUNICIPAL DRODEL;18.715.516/0001-88;2020-07-01;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1566;HOSPITAL EMATERNIDADEMUNICIPAL DRODEL;18.715.516/0001-88;2020-07-01;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1567;PREFEITURA DE ANTONIODIAS;18.715.425/0001-42;2020-07-01;ANTÔNIO DIAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1568;HOSPITAL IMACULADA CONCEIÇÃO;18.715.516/0001-88;2020-07-01;CURVELO;AVENTAL;2700;UN;10,9;29430
1569;HOSPITAL IMACULADA CONCEIÇÃO;18.715.516/0001-88;2020-07-01;CURVELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1570;PREFEITURA DE UBAI;18.017.459/0001-63;2020-07-01;UBAI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1571;HOSPITAL SANTOANTÔNIO     ;18.715.516/0001-88;2020-07-01;CURVELO;AVENTAL;2700;UN;10,9;29430
1572;HOSPITAL SANTOANTÔNIO     ;18.715.516/0001-88;2020-07-01;CURVELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1573;PREFEITURA DE FREIINOCENCIO;16.945.990/0001-70;2020-07-01;FREI INOCÊNCIO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1574;HOSPITAL SANTACATARINA;18.715.516/0001-88;2020-07-01;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1575;HOSPITAL SANTACATARINA;18.715.516/0001-88;2020-07-01;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1576;PREFEITURA DE IGUATAMA;18.306.688/0001-06;2020-07-01;IGUATAMA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1577;PREFEITURA DE VICOSA;18.132.449/0001-79;2020-07-01;VIÇOSA;AVENTAL;2700;UN;10,9;29430
1578;PREFEITURA DE VICOSA;18.132.449/0001-79;2020-07-01;VIÇOSA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1579;PREFEITURA DE VICOSA;18.132.449/0001-79;2020-07-01;VIÇOSA;AVENTAL;2700;UN;10,9;29430
1580;PREFEITURA DE VICOSA;18.132.449/0001-79;2020-07-01;VIÇOSA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1581;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;AVENTAL;4500;UN;10,9;49050
1582;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1583;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1584;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1585;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1586;PREFEITURA DE TEOFILOOTONI;18.404.780/0001-09;2020-07-01;TEOFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1587;PREFEITURA DE ERVALIA;18.133.306/0001-81;2020-07-02;ERVALIA;AVENTAL;2700;UN;10,9;29430
1588;PREFEITURA DE ERVALIA;18.133.306/0001-81;2020-07-02;ERVALIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1589;PREFEITURA DE LUISBURGO;01.615.423/0001-89;2020-07-02;LUISBURGO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1590;HOSPITAL EVANGÉLICO DECARANGOLA;18.715.516/0001-88;2020-07-02;CARANGOLA;AVENTAL;2700;UN;10,9;29430
1591;HOSPITAL EVANGÉLICO DECARANGOLA;18.715.516/0001-88;2020-07-02;CARANGOLA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1592;CASA DE CARIDADE DECARANGOLA;18.715.516/0001-88;2020-07-02;CARANGOLA;AVENTAL;2700;UN;10,9;29430
1593;CASA DE CARIDADE DECARANGOLA;18.715.516/0001-88;2020-07-02;CARANGOLA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1594;CASADE SAÚDE SANTALÚCIA;18.715.516/0001-88;2020-07-02;MURIAÉ;AVENTAL;2700;UN;10,9;29430
1595;CASADE SAÚDE SANTALÚCIA;18.715.516/0001-88;2020-07-02;MURIAÉ;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1596;POLICLÍNICAMUNICIPAL -CONSELHEIROLAFA;18.715.516/0001-88;2020-07-02;CONSELHEIRO LAFAIETE;AVENTAL;2700;UN;10,9;29430
1597;POLICLÍNICAMUNICIPAL -CONSELHEIROLAFA;18.715.516/0001-88;2020-07-02;CONSELHEIRO LAFAIETE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1598;HOSPITAL DECLINICASDEUBERLANDIA;18.715.516/0001-88;2020-07-02;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1599;HOSPITAL DECLINICASDEUBERLANDIA;18.715.516/0001-88;2020-07-02;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1600;HOSPITAL DABALEIA;17.200.429/0001-25;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1601;HOSPITAL DABALEIA;17.200.429/0001-25;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1602;PREFEITURA DE MONTECARMELO;18.593.103/0001-78;2020-07-02;MONTE CARMELO;AVENTAL;2700;UN;10,9;29430
1603;PREFEITURA DE MONTECARMELO;18.593.103/0001-78;2020-07-02;MONTE CARMELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1604;BIOCORHOSPITAL DEDOENCACARDIOVASCULAR;20.294.088/0001-09;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1605;BIOCORHOSPITAL DEDOENCACARDIOVASCULAR;20.294.088/0001-09;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1606;PREFEITURA DE BELAVISTADEMINAS;18.311.043/0001-53;2020-07-02;BELA VISTA DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1607;PREFEITURA DE RIOPARDODEMINAS;24.212.862/0001-46;2020-07-02;RIO PARDO DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1608;PREFEITURA DE BOMDESPACHO;18.301.002/0001-86;2020-07-02;BOM DESPACHO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1609;HOSPITAL SAOVICENTEDEPAULODETURMALI;16.887.465/0001-46;2020-07-02;TURMALINA;AVENTAL;2700;UN;10,9;29430
1610;HOSPITAL SAOVICENTEDEPAULODETURMALI;16.887.465/0001-46;2020-07-02;TURMALINA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1611;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;AVENTAL;4500;UN;10,9;49050
1612;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1613;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1614;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1615;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1616;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;24.359.333/0001-70;2020-07-02;SALINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1617;PREFEITURA DE FELICIODOSSANTOS;17.754.201/0001-87;2020-07-02;FELICIO DOS SANTOS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1618;IRMANDADEDASANTA CASA DE MISERICORDIA;22.986.442/0001-91;2020-07-02;OLIVEIRA;AVENTAL;2700;UN;10,9;29430
1619;IRMANDADEDASANTA CASA DE MISERICORDIA;22.986.442/0001-91;2020-07-02;OLIVEIRA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1620;HOSPITAL SAOSALVADOR;16.607.509/0001-37;2020-07-02;ALEM PARAIBA;AVENTAL;2700;UN;10,9;29430
1621;HOSPITAL SAOSALVADOR;16.607.509/0001-37;2020-07-02;ALEM PARAIBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1622;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;AVENTAL;7200;UN;10,9;78480
1623;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1624;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;MASCARA DE PROTECAO FACE SHIELD;550;UN;3,6;1980
1625;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1626;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;OCULOS DE PROTECAO DOAC 9,10;200;UN;9,1;1820
1627;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;OCULOS DE PROTECAO DOAC 3,60;200;UN;3,6;720
1628;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-07-02;MANHUAÇU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1629;PREFEITURA DE CONCEICAODOSOUROS;18.677.609/0001-65;2020-07-02;CONCEIÇAO DOS OUROS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1630;PREFEITURA DE CUPARAQUE;01.615.422/0001-34;2020-07-02;CUPARAQUE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1631;PREFEITURA DE GALILEIA;17.005.000/0001-87;2020-07-02;GALILEIA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1632;PREFEITURA DE GOIABEIRA;01.615.421/0001-90;2020-07-02;GOIABEIRA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1633;PREFEITURA DE SAOJOSEDASAFIRA;18.409.235/0001-05;2020-07-02;SAO JOSE DA SAFIRA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1634;PREFEITURA DE GUARDA-MOR;18.277.947/0001-00;2020-07-02;GUARDA-MOR;AVENTAL;2700;UN;10,9;29430
1635;PREFEITURA DE GUARDA-MOR;18.277.947/0001-00;2020-07-02;GUARDA-MOR;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1636;PREFEITURA DE ITAMONTE;18.666.750/0001-62;2020-07-02;ITAMONTE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1637;ASSOCIACAOHOSPITAL SAOMIGUEL;21.528.112/0001-90;2020-07-02;JEQUITINHONHA;AVENTAL;2700;UN;10,9;29430
1638;ASSOCIACAOHOSPITAL SAOMIGUEL;21.528.112/0001-90;2020-07-02;JEQUITINHONHA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1639;PREFEITURA DE BRUMADINHO;18.363.929/0001-40;2020-07-02;BRUMADINHO;AVENTAL;2700;UN;10,9;29430
1640;PREFEITURA DE BRUMADINHO;18.363.929/0001-40;2020-07-02;BRUMADINHO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1641;HOSPITAL SAOJOAOBATISTA;26.001.230/0001-69;2020-07-02;VISCONDE DO RIO BRANCO;AVENTAL;2700;UN;10,9;29430
1642;HOSPITAL SAOJOAOBATISTA;26.001.230/0001-69;2020-07-02;VISCONDE DO RIO BRANCO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1643;HOSPITAL SAOSEBASTIAOTRESCORACOES;18.632.315/0001-17;2020-07-02;TRES CORACOES;AVENTAL;2700;UN;10,9;29430
